"Time [ms]","InducedVoltage(PhaseA) [V] - b='0.7'","InducedVoltage(PhaseA) [V] - b='0.72'","InducedVoltage(PhaseA) [V] - b='0.74'","InducedVoltage(PhaseA) [V] - b='0.76'","InducedVoltage(PhaseA) [V] - b='0.78'","InducedVoltage(PhaseA) [V] - b='0.8'","InducedVoltage(PhaseA) [V] - b='0.82'","InducedVoltage(PhaseA) [V] - b='0.84'","InducedVoltage(PhaseA) [V] - b='0.86'","InducedVoltage(PhaseA) [V] - b='0.88'","InducedVoltage(PhaseA) [V] - b='0.9'","InducedVoltage(PhaseB) [V] - b='0.7'","InducedVoltage(PhaseB) [V] - b='0.72'","InducedVoltage(PhaseB) [V] - b='0.74'","InducedVoltage(PhaseB) [V] - b='0.76'","InducedVoltage(PhaseB) [V] - b='0.78'","InducedVoltage(PhaseB) [V] - b='0.8'","InducedVoltage(PhaseB) [V] - b='0.82'","InducedVoltage(PhaseB) [V] - b='0.84'","InducedVoltage(PhaseB) [V] - b='0.86'","InducedVoltage(PhaseB) [V] - b='0.88'","InducedVoltage(PhaseB) [V] - b='0.9'","InducedVoltage(PhaseC) [V] - b='0.7'","InducedVoltage(PhaseC) [V] - b='0.72'","InducedVoltage(PhaseC) [V] - b='0.74'","InducedVoltage(PhaseC) [V] - b='0.76'","InducedVoltage(PhaseC) [V] - b='0.78'","InducedVoltage(PhaseC) [V] - b='0.8'","InducedVoltage(PhaseC) [V] - b='0.82'","InducedVoltage(PhaseC) [V] - b='0.84'","InducedVoltage(PhaseC) [V] - b='0.86'","InducedVoltage(PhaseC) [V] - b='0.88'","InducedVoltage(PhaseC) [V] - b='0.9'"
0.21,81.8006484851919,81.8450656434211,81.7383041347541,81.70032132645,81.8163320447263,82.1261707641685,81.4677520425189,81.3261960532718,81.1614729930021,80.8255267952751,80.8258630865477,-237.069818836004,-237.056523640287,-237.189015781337,-237.249044797201,-237.153744878144,-236.854107311327,-237.52947147543,-237.678745397948,-237.852704854935,-238.201482009107,-238.204784414706,153.443747977913,153.54977733231,153.502744315126,153.520009284583,153.686017925428,154.048951655969,153.430536871896,153.328138119721,153.196725592625,152.885211390957,152.90389227022
0.22,82.9896864339763,83.0296159803234,82.9004681370815,82.8164098239936,82.8180833148229,83.4581294527403,82.5779265458459,82.4897230914223,82.3072685632975,81.8609790090685,81.9049563111351,-237.472785992407,-237.46507635429,-237.621384007973,-237.727996109703,-237.749304272908,-237.116317288699,-238.016935959286,-238.113629894895,-238.305598045903,-238.76700755433,-238.72547135422,152.100713335873,152.203979780263,152.136264466826,152.109644427234,152.162153557389,152.862348327182,152.018785967345,151.970957772712,151.823224462574,151.39988535047,151.464814252761
0.23,84.5078537985655,84.7719748562126,84.7550634676952,84.6762018567371,84.9061952403918,83.8970200910005,84.5789620617099,84.4642226031256,84.4213684705275,84.436672057181,84.3850520822698,-237.512851461734,-237.280850736669,-237.325699862279,-237.429566549191,-237.218283164856,-238.25389488587,-237.578258262633,-237.699889398814,-237.752995150048,-237.751087407401,-237.806783507392,151.084135499002,151.41442993454,151.462109854097,151.440943895481,151.727940725377,150.758413324484,151.497222226327,151.424348764015,151.416633147058,151.467205919933,151.429462914332
0.24,85.7129987990757,85.9472024370478,85.8932314589167,85.7821290056182,85.9571654861835,85.2510810993967,85.6673528377372,85.6160035495601,85.5528312581455,85.3811350261135,85.3955440598741,-237.875618063023,-237.674874224857,-237.758230763629,-237.895320139107,-237.739798718699,-238.471322321998,-238.063911629614,-238.123484166197,-238.196928663717,-238.38390666673,-238.372687718338,149.755941182544,150.057911323287,150.070306524336,150.018978008537,150.251462287199,149.589248820961,150.062298117756,150.054438944153,150.027837933106,149.889396296288,149.920232164938
0.25,86.7416065372384,86.9260623694468,86.8415506859788,87.1183102369333,86.8509727171895,86.4911997952356,86.5649162353599,86.5209836687863,86.4505946632732,86.2132711089203,86.2568486491855,-238.404113016444,-238.254791902245,-238.370242895233,-238.115179540876,-238.408093180766,-238.791574072293,-238.730578101017,-238.78387957362,-238.86469560452,-239.119008140434,-239.077551335901,148.248211310464,148.502005494108,148.485508133317,148.823863799641,148.614399191385,148.303643681263,148.431938380789,148.433308741047,148.400713058411,148.196041824034,148.257294820564
0.26,87.739690074573,87.8800465686502,87.7770116771648,87.972722919949,87.7798885430714,87.8041248842942,87.5162144378605,87.4563304969877,87.424741433384,87.1150631999107,87.163991398792,-238.951178471462,-238.84763225348,-238.98316115272,-238.81058026588,-239.029470502959,-239.028942535099,-239.331892894037,-239.402414244089,-239.444457357352,-239.772699379484,-239.726326209623,146.706164577443,146.91746583704,146.884024226046,147.142822952209,147.008657117853,147.085140485184,146.851646625545,146.838683050735,146.846023414662,146.568616513154,146.636424518684
0.27,88.9506837563447,89.0877690289116,89.5170888069008,89.1588967386447,89.0017015239219,89.1193623021924,88.7456181673962,88.6930174604283,88.5977910684399,88.3357918018635,88.3559592052663,-239.271377217103,-239.172257970056,-238.769885249286,-239.159421638513,-239.343845984018,-239.248996283599,-239.640800626442,-239.704598253158,-239.81194446627,-240.092933966064,-240.076676649269,145.373011809427,145.582728950563,146.083305795802,145.789552020042,145.692195382693,145.865154782754,145.545407603592,145.540891404208,145.485495889033,145.256452107592,145.295851440852
0.28,90.7099465766004,91.0621996092209,90.962915452103,90.8609120140624,90.7071580184215,90.843386101952,90.462041128081,90.3745293828861,90.2539640349809,90.0458604622956,90.004881454836,-239.023856515992,-238.707725410595,-238.840707187025,-238.972635636517,-239.154648583205,-239.041448346933,-239.442205830735,-239.541934332833,-239.676006904418,-239.902764811538,-239.949183965754,144.588942804988,145.015653629676,144.989347806332,144.953636796971,144.860995147045,145.055012222195,144.728376592923,144.690365524272,144.610581880017,144.436165229272,144.414938378939
0.29,92.9642414072618,93.0985495906589,92.9834280784858,92.9049284722261,92.8318020081475,92.7913060650098,92.5274124139896,92.4179136090053,92.2711646222152,92.1204708387024,92.0655772958523,-238.269056386792,-238.169565970263,-238.319825516747,-238.429161198384,-238.532758597912,-238.597164504487,-238.879760887301,-239.002246298792,-239.16401006597,-239.333043943853,-239.394921294771,144.293376506327,144.506849720549,144.466427402773,144.456107935392,144.44479913174,144.463775648873,144.256878272275,144.198075686033,144.093082719771,143.976986530198,143.942274820705
0.3,94.5144958688193,94.9625110749086,94.8769882047673,94.8103841123871,94.7480911241472,94.5814225890185,94.4859874351722,94.3580015737133,94.2052051337128,94.1356418246608,94.086911172464,-238.212765089478,-237.795313389205,-237.917538348516,-238.016193615422,-238.109423970149,-238.303231453726,-238.416397628322,-238.55817625867,-238.727188742804,-238.815342187493,-238.872224262011,143.291503072152,143.819842276477,143.810523084542,143.813682210886,143.815687113172,143.706992503639,143.67193209443,143.595465151131,143.485468811616,143.452070894656,143.423618267341
0.31,96.6158390719951,96.5855198073795,96.5321366637462,96.4732144079716,96.446036513409,96.2053532423734,96.1883504706662,96.0494389275979,95.9114150036799,95.9062613531736,95.8446750659481,-237.585313453544,-237.651450903538,-237.743157527079,-237.835628186106,-237.8945547337,-238.164353462914,-238.199345716456,-238.353051686264,-238.507973109237,-238.532354408462,-238.602718355448,142.838084899616,142.890513175836,142.914816140599,142.926979034638,142.965963933164,142.783036104416,142.828908845882,142.742463776979,142.648402958337,142.681216578447,142.639945252801
0.32,97.8720088417651,98.4053912261529,97.9685192907087,97.9178699878014,97.9030681680759,97.6745914883448,97.6413439805923,97.5068046998262,97.3851956532934,97.4075241944483,97.3453675899516,-237.797772263938,-237.304444866271,-237.775079820551,-237.861036025609,-237.908650465861,-238.167463200485,-238.219927041738,-238.3702552999,-238.509203263852,-238.5069723349,-238.57808665317,141.539518082159,142.150827165563,141.800327117905,141.821841027806,141.874685881233,141.704992373556,141.735984352631,141.655004373936,141.578569262821,141.640467332149,141.598868863899
0.33,99.0342551868639,98.8661989636208,99.4329331984289,99.0805194787558,99.0416901411106,98.8858308398732,98.7766620660801,98.6706615372257,98.5598229775952,98.5297560595844,98.5077999958839,-238.087409668693,-238.302294108693,-237.768994479326,-238.153755059932,-238.227059041141,-238.413762510446,-238.544011004807,-238.666552542585,-238.795093595316,-238.846567902055,-238.877154762336,140.148822697048,140.064024798733,140.709693900629,140.436012439935,140.465791443364,140.370796954012,140.326421918444,140.275250799307,140.210797234508,140.221056429948,140.220446608641
0.34,99.2272303123043,99.1699335840812,99.3313640972715,99.15055181553,98.9862369126682,99.0756340112253,98.7317264267429,98.7345919283955,98.6442540412247,98.3049698388527,98.3814490379098,-239.322999708878,-239.426869356095,-239.301884381628,-239.518299691849,-239.719838956251,-239.66003041898,-240.02832722813,-240.041867053033,-240.150358707814,-240.513547892754,-240.444912192884,137.799030141642,137.825745577674,138.069095780435,137.966128018419,137.870261866391,138.024745036036,137.744804486975,137.804514083423,137.761558660515,137.461349417384,137.560412509194
0.35,100.498354472062,100.576138297026,100.471033673488,100.699230686224,100.380761393265,100.621658560773,100.118583190861,100.114319416705,100.013783074443,99.7250204146483,99.9268126614494,-239.477559456808,-239.446422743694,-239.592923465896,-239.399903546059,-239.754476332825,-239.542913052784,-240.073076114046,-240.094721499567,-240.214063903693,-240.527686051334,-240.332170061129,136.514969275595,136.67807689185,136.656880939059,136.960939154646,136.714542116745,137.023686944052,136.583875570637,136.637726670161,136.585708880108,136.336882254046,136.561752797482
0.36,101.939368071596,102.056105876519,101.984942550759,102.240521587027,101.914013947446,102.200167567273,101.639485494931,101.600733649049,101.497088376645,101.307841312998,101.41827844008,-239.448618424309,-239.37965879985,-239.493523677556,-239.273431476862,-239.637561364708,-239.381359163041,-239.971033234551,-240.02823331048,-240.151449435598,-240.366350145128,-240.263134736871,135.397544532187,135.600937311234,135.614965765671,135.947466796549,135.694711429965,136.051183101449,135.553806528446,135.574018585771,135.519920089056,135.372108815263,135.505724845919
0.37,103.474078159682,103.459010133206,103.618630708441,103.89975708115,103.782926571683,103.743593885625,103.33548553817,103.265259117741,103.313347918821,103.064436363381,103.161120616396,-239.313729692256,-239.379966285706,-239.262058453282,-239.017227210664,-239.174632341789,-239.243767785605,-239.680840631042,-239.770637651412,-239.741119713439,-240.018236659151,-239.929385215092,134.37109626957,134.444002848039,134.690082921263,135.048943814689,135.005220735787,135.039076698115,134.696357504649,134.685879297081,134.784548459801,134.578339006422,134.698612439188
0.38,105.111961337595,105.177195742584,105.405424522775,105.280469597047,105.620408490631,105.197294577603,105.178051090321,105.183061379255,105.031240265829,104.934135410317,105.023629584855,-239.06307845518,-239.050151925455,-238.864503939101,-239.032801448003,-238.728167032459,-239.184489358515,-239.230584822035,-239.244872224137,-239.418778922518,-239.543311971678,-239.462656939444,133.44640713551,133.601023406341,133.917152776233,133.872022380432,134.285428419667,133.933919247373,133.98497993011,134.050486529283,133.950116134945,133.896804046107,134.010481896388
0.39,106.574159137879,106.600554877678,106.433784119547,106.729797614591,107.020895532817,106.611512944715,106.625751787343,106.56725144792,106.453288770947,106.498925161974,106.437927333725,-238.969564684152,-238.997491816691,-239.212649998707,-238.9549173477,-238.700351713206,-239.150873384594,-239.157335102851,-239.236841251653,-239.373668361047,-239.354039380564,-239.426221323404,132.351620590507,132.468726772836,132.390835202503,132.768129329414,133.13431512815,132.791009977085,132.883926667607,132.887175034171,132.825642169931,132.916302612709,132.879866980298
0.4,107.822179621425,107.819029325718,107.800657925072,107.72299831423,107.895051654883,107.650907003975,108.050786837394,107.783019295693,107.693249840229,107.780397572066,107.640394633518,-239.080556391262,-239.140629270342,-239.207108427308,-239.328447772894,-239.195683880733,-239.476318663562,-239.100503432894,-239.388032729423,-239.501690928147,-239.440249419245,-239.593111195817,131.039574236197,131.128637324765,131.200656224306,131.205349079214,131.454457248575,131.27739000737,131.753468045204,131.551667847699,131.515458103501,131.649027840691,131.533506988732
0.41,109.070783405557,108.994893978898,108.953405657197,108.916207955523,109.162831883686,109.069968559466,109.246642629923,108.969979754703,108.875730749808,108.936308626822,108.883346040028,-239.181768731281,-239.317085895537,-239.408562355969,-239.490439776692,-239.28305619894,-239.412210685971,-239.262018640465,-239.559040936888,-239.677958341172,-239.643349406746,-239.711656678834,129.725341177633,129.7419374088,129.791838157478,129.838205880303,130.163136935316,130.140057227851,130.392347050592,130.183515716617,130.143484350873,130.251604091447,130.222165589899
0.42,110.255759910083,110.190369027058,110.125925989474,110.034544474491,109.911317681494,110.301579515687,110.304230965669,110.370232345325,109.936816929007,109.940264252345,109.948904490603,-239.332356932492,-239.45934320839,-239.575645012662,-239.713392381052,-239.881072526214,-239.524513142751,-239.548457345526,-239.50834550744,-239.961452529425,-239.985145808808,-239.990924351212,128.348038163703,128.375979514156,128.403507745439,128.39668758885,128.35231774081,128.819966239382,128.892546317894,129.021321320402,128.649825338298,128.701359863675,128.73469452693
0.43,111.46322286949,111.410556370461,111.317604527167,111.166079394631,111.073453265048,111.791449027371,111.342204978948,111.317616206458,111.37421049518,111.084446831539,111.004793721098,-239.444771792556,-239.560772277234,-239.707290171987,-239.907188979875,-240.045268976506,-239.359396841617,-239.839336941662,-239.888238402065,-239.858488717701,-240.175133537487,-240.265552082901,126.994291773128,127.035488264932,127.035178123244,126.968815087197,126.955319807126,127.760069188632,127.373568987904,127.415297618352,127.526888631233,127.286323293946,127.237582033257
0.440000000000001,112.712127521453,112.716431134879,112.659199874365,112.463728633505,112.274072647806,113.255586719252,111.926198697471,112.55936466581,112.46701159397,112.264544724217,112.632641992488,-239.49587505294,-239.556129930966,-239.669143198762,-239.914072610434,-240.151946336592,-239.200297889698,-240.572841426857,-239.955136277221,-240.072649022714,-240.306598876129,-239.952135111333,125.683509124175,125.782391552376,125.818133622704,125.708784882708,125.598706560914,126.672019578924,125.403605038954,126.10317385694,126.069279638877,125.913147536852,126.308934472649
0.450000000000001,113.824283488562,114.078520344923,114.156210969435,114.258326159422,114.047560329295,112.734172482193,113.724808118132,114.127930706004,114.442866627773,114.711859105615,114.626490246927,-239.651731767265,-239.46191460702,-239.441372435498,-239.389151775686,-239.649930033969,-241.01432638932,-240.046859531215,-239.660992925432,-239.368167282587,-239.128150599308,-239.23179975824,124.240721097671,124.591580248701,124.7642562164,124.953893975324,124.826014869422,123.578053751527,124.656628945627,125.127437896491,125.50171552945,125.825715686248,125.762256613085
0.460000000000001,114.8010685039,115.041418689304,115.241038256542,115.520075532249,115.027862463074,114.326896782468,115.098010588643,115.088683556819,115.803149397647,116.041107113046,115.76407057326,-239.952786078716,-239.779221405481,-239.63859933452,-239.408756797575,-239.956115980136,-240.703564453242,-239.958345668231,-239.991816330566,-239.299653117891,-239.095170699823,-239.383150850174,122.657930408143,122.996171237078,123.293260012908,123.66086712392,123.251150889256,122.619948047162,123.477593409407,123.538422137498,124.309005997347,124.597757010983,124.350087204841
0.470000000000001,116.0551741822,116.224351559796,116.283885898333,116.298136987686,116.008299626791,116.200688236717,116.028396048329,116.439262911949,116.594632277772,116.754749923093,116.742563574396,-239.964007931054,-239.865821663179,-239.863738137826,-239.90333037423,-240.24958634779,-240.094592590787,-240.305102991448,-239.920091714466,-239.786281945221,-239.656153935482,-239.682849933252,121.354381366751,121.620408454695,121.776359674883,121.880513142519,121.675075408328,121.942453598378,121.853964192342,122.332565300085,122.548618911278,122.760219594398,122.777173115357
0.480000000000001,117.26796707307,117.320227317247,117.398482799863,117.349120408028,117.335138862895,117.593749230033,117.868385930192,117.350683292061,117.294566064191,117.6005825824,117.594762546741,-240.003090926713,-240.024704496782,-240.006696124109,-240.11129553315,-240.179466114214,-239.958446748326,-239.71759550117,-240.272393485193,-240.355622989468,-240.075570253361,-240.097501450803,120.006617973104,120.15645833609,120.332150916572,120.372963354479,120.443607657911,120.781619255397,121.137649954126,120.687771369843,120.695236865498,121.050791924693,121.075579353819
0.490000000000001,118.580235566046,118.838671684912,118.660924835506,118.591256969763,118.562429733854,119.705252979707,119.087320527489,118.577217793386,118.514273495801,118.699611293654,118.763817838785,-239.92761360659,-239.742391090877,-239.985706454496,-240.112305379753,-240.196642620194,-239.081232089733,-239.751759868075,-240.293635918157,-240.38267845637,-240.227253753007,-240.178140298131,118.756108438642,119.112525574558,119.03316686015,119.054559066148,119.111034069805,120.335396216481,119.79440135382,119.357173279908,119.356339554233,119.594930205344,119.688837801152
0.500000000000001,120.039917068615,120.141851002425,120.06014056436,119.964455357507,120.540014969911,120.489708129845,120.282842807751,119.952928846345,119.982563290794,120.111796882649,119.928337776115,-239.683311992526,-239.656190513507,-239.803759105603,-239.957879510048,-239.431079180498,-239.525088815091,-239.777248816764,-240.141605317947,-240.138808635647,-240.039567257913,-240.242337007705,117.657252325135,117.858934557141,117.876390385807,117.872788153409,118.534522033517,118.567682037157,118.438529595732,118.181132955039,118.274269748625,118.457176469086,118.303744414122
0.510000000000001,121.566271613927,121.739043383134,121.672746749424,121.712545910851,121.815988249924,121.954987550038,121.815862807734,121.541482727616,121.565003658258,121.696943088923,121.577798730127,-239.357202554329,-239.260316759447,-239.394193097944,-239.412329662043,-239.363872402606,-239.276189252956,-239.452734474731,-239.762306688466,-239.766870150863,-239.665342842808,-239.804191094967,116.624195521711,116.897380450193,116.931026048514,117.06400542901,117.254679384754,117.472895269485,117.41717444064,117.216082928065,117.303796781767,117.490555778255,117.401692962116
0.520000000000001,123.025618693445,123.238768424622,123.202436015069,123.193734579108,123.363113390079,123.056053404702,123.325166910421,123.322774057172,123.107986978904,123.231772847532,123.184481133815,-239.088643525364,-238.953029061827,-239.058994503828,-239.127862770139,-239.014308490645,-239.376346788039,-239.143286276301,-239.17856408921,-239.425653412122,-239.332966690283,-239.400277953357,115.520468248864,115.835137797698,115.899266613478,115.984487875864,116.242315946341,116.014232114975,116.368507057241,116.439868370427,116.289999438951,116.469812881953,116.453365717623
0.530000000000001,124.401808260566,124.513833162682,124.619874371845,124.531091471636,124.895935626879,124.35897966846,124.691164286972,124.578899029698,124.490571335367,124.599437200029,124.595100967784,-238.891216696868,-238.859160807897,-238.823303139683,-238.975522814187,-238.669207764515,-239.261785596061,-238.965859387111,-239.113214617166,-239.23367912362,-239.156332940074,-239.181312472766,114.334896103835,114.548307868173,114.755484359261,114.761131574428,115.214276440523,114.757768728832,115.176951568718,115.138877746568,115.116287651101,115.282495701086,115.309469612723
0.540000000000001,125.675388668339,125.761366344296,125.798572994479,125.788108781472,126.074062364923,125.709616714637,125.945247442572,125.779256202263,125.725366658386,125.829870428734,125.862221671302,-238.782984188159,-238.779579512876,-238.815115736536,-238.89051541308,-238.663242252105,-239.084592793583,-238.887354199021,-239.0897989529,-239.176481848988,-239.103763709041,-239.092852283174,113.048601877855,113.236682022408,113.375524403098,113.459592086437,113.835583184443,113.551817567586,113.875101531025,113.783307081783,113.796052586851,113.959532437502,114.023651747852
0.550000000000001,126.735215699436,126.902681229402,126.844493668415,126.939288851174,127.054908056634,126.958075320432,127.011157846235,126.844005452487,126.814732445307,126.85569744616,126.931794268964,-238.871797115086,-238.788000517982,-238.921937296847,-238.892797635006,-238.838829724573,-238.992054381612,-238.980658573381,-239.185794259903,-239.248171593584,-239.239765495296,-239.185585850643,111.552959776601,111.822961179614,111.86701747018,112.056811792305,112.261777170858,112.248221356592,112.388855817225,112.296702976833,112.334943071868,112.434877248152,112.543873193144
0.560000000000001,127.478879637632,127.485217605833,127.419229531051,127.407085531528,127.708830745804,127.77441252822,127.560187402037,127.396613579356,127.41426101906,127.561411026961,127.487683262856,-239.249443435138,-239.331022328376,-239.474684070909,-239.553705198177,-239.317453616875,-239.30614630095,-239.567524381248,-239.771427199836,-239.786596695424,-239.673764818833,-239.769138777833,109.7515886441,109.860819925139,109.897676700149,109.982050554888,110.370788617936,110.520835484268,110.394001569186,110.30747326532,110.393671571701,110.598965625019,110.558735076721
0.570000000000001,129.15495479473,128.687166849023,128.751116317971,129.016420611844,128.921525543024,129.138965043896,128.803374823883,128.642155859804,128.645687195361,128.767724322282,128.719580115161,-238.684108206414,-239.247902952082,-239.261954066452,-239.072280198428,-239.2293888615,-239.066028222385,-239.451757148229,-239.654742928233,-239.685000183489,-239.597309440253,-239.668142859892,108.874447193633,108.50998389933,108.67725355026,109.034256219365,109.031253830932,109.335326534915,109.086488937882,109.003010359654,109.075824657134,109.256743151226,109.242592723152
0.580000000000001,130.347484376919,129.95220560188,129.973823730717,130.143831295609,130.215473694317,130.458304017766,130.1327651752,129.987303740892,129.974297867774,130.073009669246,130.046672784817,-238.594881765512,-239.088376692256,-239.147190391671,-239.053452071599,-239.04669027412,-238.858761335438,-239.236173268949,-239.424612074172,-239.472698907904,-239.407983219015,-239.458401127584,107.51281260378,107.221312219996,107.346667140212,107.609639953221,107.772305466108,108.102815247041,107.864248381123,107.797071430099,107.853967406779,108.012981332173,108.020767357414
0.590000000000001,131.666942515934,131.500505296811,131.683229799268,131.531365634108,131.618497649788,131.726808075966,131.586382982685,131.479016792235,131.446074170793,131.534044997639,131.469917960342,-238.366461559707,-238.631258899226,-238.53694362285,-238.763702296315,-238.742870189022,-238.692366208395,-238.884011044956,-239.035226186363,-239.10482907677,-239.050574516513,-239.140250056882,106.27725117841,106.215084469513,106.498056457077,106.443135319462,106.622074877655,106.817660957181,106.765742359788,106.737093215997,106.774606388355,106.924401583608,106.893722073842
0.600000000000001,132.78618069727,132.933546488684,133.049447001493,133.02066341972,133.107030261431,132.94563098436,133.12656706912,133.069761443844,133.027197098562,133.130168800849,133.095322967436,-238.330022754462,-238.280977921047,-238.253656371304,-238.360731854726,-238.342304542508,-238.566190951197,-238.43417647177,-238.535617658031,-238.61645416319,-238.547363700304,-238.608924579486,104.840616537488,105.093959547586,105.311886972409,105.379223486113,105.558164321767,105.482058682677,105.754633869748,105.777061948409,105.80548491429,105.971330589549,105.97033174633
0.610000000000001,134.401593263039,134.454347386687,134.52018167559,134.510585289332,134.600523616402,134.189034915594,134.635238380398,134.589299786081,134.556672465747,134.693139472336,134.669726248465,-237.782796392542,-237.832865860871,-237.85622424785,-237.945974164313,-237.925498973765,-238.405204635036,-238.005466078701,-238.09734744311,-238.169398983373,-238.066963393166,-238.118199901567,103.905907237939,104.062398274068,104.233860031788,104.320956180959,104.504141393252,104.177218974622,104.717187653292,104.751258237834,104.790296263896,104.99031821527,105.001111392455
0.620000000000001,135.720729014671,135.523074044303,135.662496197803,135.782499701287,135.866022608078,135.432139535313,135.880828625223,135.84739535567,135.84005577868,135.989364476641,135.984511838533,-237.515136653227,-237.820385588021,-237.769832068137,-237.731590305681,-237.719427644555,-238.225203698087,-237.823079957865,-237.903760624513,-237.951319870291,-237.836981908862,-237.869944187221,102.675269708874,102.582626714504,102.826143538903,103.045027107679,103.222229848537,102.873363420708,103.416274109769,103.463470327753,103.528430098027,103.741677467079,103.771409904907
0.630000000000001,136.878015110431,136.717432359867,136.610273443122,136.749908710471,136.948455319935,136.762790736339,136.931203580604,136.908727518892,136.929643169115,137.087219460136,137.083971231655,-237.39063688926,-237.660618875362,-237.86225820175,-237.803504489448,-237.678213648712,-237.935970376179,-237.817802833507,-237.888900088984,-237.908877139406,-237.787524398405,-237.818845772016,101.284826489123,101.229679985099,101.227432393186,101.464634005355,101.758589145895,101.660439631007,101.921194936505,101.979907187111,102.073646135986,102.295047585765,102.326837734024
0.640000000000001,137.954009642455,137.755150561114,137.693442983955,137.81408609046,137.937469779637,138.184183799106,137.907302026519,137.888808488668,137.924469958495,138.090258814483,138.095033342672,-237.329445615326,-237.640751042882,-237.798610872679,-237.761113169844,-237.712906851393,-237.535824287166,-237.868963771632,-237.937422621723,-237.943322976852,-237.815055255412,-237.838350186171,99.8167146832096,99.7233900933925,99.766760374187,99.9862279757235,100.204478476618,100.543565122119,100.354831645671,100.4179427469,100.526917349958,100.755772977307,100.796421494681
0.650000000000001,139.003914369434,138.78991252913,138.719604505105,138.572877662457,138.904863596934,139.624929291804,138.902855941203,138.795675508641,138.854536639138,139.099033409162,139.129997007176,-237.27762733751,-237.607211570246,-237.775784949559,-238.010652519314,-237.75288560844,-237.098993925204,-237.883793997458,-238.042185930121,-238.025470851714,-237.820046153634,-237.817166757466,98.3258933858977,98.2173111043649,98.2521914588696,98.2048660493617,98.6315981239882,99.4503923370971,98.8110022421107,98.7844775818369,98.9175522825958,99.2242203649574,99.2926409309369
0.660000000000001,140.062688113335,139.91667940263,139.845871899058,139.818530061642,139.870774248374,140.650018729027,140.063200666163,139.991207301382,140.038767824807,140.184139882149,140.331296568086,-237.201225846006,-237.466663980408,-237.63802658257,-237.754463260502,-237.781362094733,-237.068121880643,-237.718439457851,-237.842763838212,-237.837852338538,-237.732908756478,-237.614097995315,96.8464150656267,96.8051903810441,96.8398881227739,96.9121052981525,97.0597418412822,97.9382748559743,97.4344231096158,97.44347885427,97.5656616966081,97.7726806000056,97.9588524775032
0.670000000000001,141.110899115976,141.171371415871,141.116920088991,141.113774258411,141.317181345396,140.658141035122,141.470855829651,141.408382129737,141.57220591256,141.561843206439,141.748655046647,-237.123269179808,-237.188627846652,-237.346756481268,-237.441954920497,-237.317310263681,-238.055543138405,-237.295519755601,-237.411733424421,-237.291047204319,-237.341161779534,-237.184088671254,95.3587085665286,95.5222591202676,95.5743266485676,95.6700897017049,95.9718596673598,95.3944810001883,96.3081225524298,96.3274508777423,96.5665661031956,96.6261152047287,96.8479778303999
0.680000000000001,142.144214263173,142.125235214463,142.076128441532,142.045067652669,142.211452345692,141.94981360105,142.435143626807,142.385217234653,142.554933472766,142.590379210017,142.722096431142,-237.047707414222,-237.197331146651,-237.352267554193,-237.47798066112,-237.391856592031,-237.729870282945,-237.302429555849,-237.408014448634,-237.281364439472,-237.286796107142,-237.185553646209,93.8604045905011,93.94404557026,94.0018328909053,94.0703332189707,94.3344876812524,94.1577283182282,94.7423423642457,94.7751012265519,95.0209178255446,95.1244979762622,95.2924195254057
0.690000000000001,143.587159469211,143.072483692192,143.017045934341,142.981735287911,143.132750442626,143.388230310143,143.359559499046,143.308594539482,143.493835171704,143.55711369865,143.78310348076,-236.550869989987,-237.195800354173,-237.35936542416,-237.491261675552,-237.421831768672,-237.237568929224,-237.332644636261,-237.441245311446,-237.299112279046,-237.277895337756,-237.081118817242,92.7683753839448,92.3610985132717,92.4128510835287,92.4775920879361,92.7260061078294,93.0699120113565,93.138146751881,93.1706460598036,93.4326039395861,93.5627677349893,93.8259071717962
0.700000000000001,144.458267686348,144.08141218567,144.016024376115,143.998079768148,144.152770473477,144.677489166345,144.264103720992,144.418133227808,144.638015050363,144.911819431137,144.716348711632,-236.602936487791,-237.115475537976,-237.29145326067,-237.407467410436,-237.335835710827,-236.879974669125,-237.367097455249,-237.269709331009,-237.093054760456,-236.857668251102,-237.08979569206,91.1116824052316,90.8405250376998,90.8825121030687,90.9650380057969,91.217106673297,91.8331245249038,91.514435933332,91.7523651397911,92.0493414632573,92.3906748129533,92.2318774537856
0.710000000000001,145.556346760162,145.240560003768,145.176514070056,145.181243883902,145.343241893753,145.860556581134,145.442686934433,145.515272074792,145.654950319452,145.915191747492,145.840624384436,-236.414654869205,-236.868455176494,-237.045678434629,-237.140670919443,-237.063719562131,-236.616896559725,-237.110551565113,-237.096465960444,-237.002053635927,-236.781652065555,-236.891704629994,89.6802498576099,89.4703091754878,89.5136897745008,89.6192699132103,89.879026320927,90.488765644775,90.1647402047401,90.3211868268139,90.5380688800694,90.8657293459125,90.8285833948363
0.720000000000001,146.935409272536,146.694627856631,146.620997400965,146.713796214853,146.822658960494,147.058541898626,146.960750369046,147.15068227944,147.108892902292,147.369562733835,147.329728950996,-235.934459772434,-236.315257865128,-236.5043645764,-236.512662724277,-236.49155652078,-236.333502181439,-236.503143321996,-236.370849001592,-236.462446323607,-236.241806521175,-236.318678057646,88.5345758182943,88.3998595952451,88.4340212779833,88.6280104040293,88.8347584131255,89.1631924264336,89.1597205007699,89.4340434952401,89.4691155369998,89.7971266240305,89.7944832607467
